GeneID	Length
Bra018294	792
Bra018295	1101
Bra018296	300
Bra018297	2058
Bra018298	804
Bra018299	1809
Bra018300	1599
Bra018301	774
Bra018302	672
Bra018303	1008
Bra018304	1299
Bra018305	402
Bra018306	279
Bra018307	309
Bra018308	1947
Bra018309	1776
Bra018310	900
Bra018311	1518
Bra018312	1902
Bra018313	2373
Bra018314	324
Bra018315	333
Bra018316	951
Bra018317	612
Bra018318	1242
Bra018319	1329
Bra018320	711
Bra018321	1545
Bra018322	243
Bra018323	1131
Bra018324	687
Bra018325	1122
Bra018326	537
Bra018327	450
Bra018328	1545
Bra018329	1155
Bra018330	3207
Bra018331	909
Bra018332	1002
Bra018333	1374
Bra018334	1089
Bra018335	570
Bra018336	837
Bra018337	498
Bra018338	3309
Bra018339	447
Bra018340	1173
Bra018341	1020
Bra018342	1854
Bra018343	1098
Bra018344	1005
Bra018345	201
Bra018346	1068
Bra018347	1203
Bra018348	1152
Bra018349	624
Bra018350	534
Bra018351	2820
Bra018352	396
Bra018353	606
Bra018354	1179
Bra018355	1752
Bra018356	2694
Bra018357	2220
Bra018358	174
Bra018359	615
Bra018360	228
Bra018361	363
Bra018362	1134
Bra018363	1464
Bra018364	1401
Bra018365	438
Bra018366	402
Bra018367	840
Bra018368	1404
Bra018369	1134
Bra018370	1539
Bra018371	756
Bra018372	1941
Bra018373	2202
Bra018374	366
Bra018375	480
Bra018376	702
Bra018377	792
Bra018378	1428
Bra018379	1350
Bra018380	390
Bra018381	363
Bra018382	393
Bra018383	471
Bra018384	480
Bra018385	573
Bra018386	675
Bra018387	201
Bra018388	864
Bra018389	768
Bra018390	342
Bra018391	789
Bra018392	1119
Bra018393	789
Bra018394	357
Bra018395	1122
Bra018396	789
Bra018397	918
Bra018398	1101
Bra018399	789
Bra018400	789
Bra018401	762
Bra018402	660
Bra018403	576
Bra018404	561
Bra018405	789
Bra018406	1872
Bra018407	2535
Bra018408	1737
Bra018409	2805
Bra018410	507
Bra018411	1866
Bra018412	1275
Bra018413	1209
Bra018414	963
Bra018415	447
Bra018416	1740
Bra018417	1065
Bra018418	3591
Bra018419	2196
Bra018420	1014
Bra018421	708
Bra018422	324
Bra018423	4188
Bra018424	1395
Bra018425	1272
Bra018426	1215
Bra018427	540
Bra018428	1017
Bra018429	1596
Bra018430	876
Bra018431	2136
Bra018432	426
Bra018433	954
Bra018434	1575
Bra018435	1797
Bra018436	534
Bra018437	3075
Bra018438	618
Bra018439	756
Bra018440	1407
Bra018441	3078
Bra018442	2271
Bra018443	1050
Bra018444	1782
Bra018445	1791
Bra018446	2244
Bra018447	729
Bra018448	2913
Bra018449	2742
Bra018450	1215
Bra018451	2424
Bra018452	276
Bra018453	642
Bra018454	570
Bra018455	501
Bra018456	1023
Bra018457	2337
Bra018458	3345
Bra018459	1158
Bra018460	429
Bra018461	969
Bra018462	2286
Bra018463	1134
Bra018464	1038
Bra018465	1116
Bra018466	390
Bra018467	1344
Bra018468	2901
Bra018469	2232
Bra018470	573
Bra018471	1551
Bra018472	867
Bra018473	474
Bra018474	894
Bra018475	621
Bra018476	588
Bra018477	1662
Bra018478	441
Bra018479	1761
Bra018480	561
Bra018481	219
Bra018482	840
Bra018483	336
Bra018484	576
Bra018485	1236
Bra018486	282
Bra018487	387
Bra018488	1488
Bra018489	504
Bra018490	873
Bra018491	324
Bra018492	1569
Bra018493	1959
Bra018494	204
Bra018495	492
Bra018496	1650
Bra018497	579
Bra018498	216
Bra018499	396
Bra018500	1017
Bra018501	339
Bra018502	519
Bra018503	1515
Bra018504	1563
Bra018505	1218
Bra018506	1509
Bra018507	312
Bra018508	330
Bra018509	288
Bra018510	957
Bra018511	183
Bra018512	660
Bra018513	1335
Bra018514	1485
Bra018515	396
Bra018516	588
Bra018517	744
Bra018518	1323
Bra018519	1917
Bra018520	2625
Bra018521	1287
Bra018522	540
Bra018523	582
Bra018524	1494
Bra018525	1197
Bra018526	867
Bra018527	546
Bra018528	1545
Bra018529	981
Bra018530	1326
Bra018531	294
Bra018532	384
Bra018533	567
Bra018534	666
Bra018535	1215
Bra018536	297
Bra018537	150
Bra018538	1551
Bra018539	765
Bra018540	2442
Bra018541	240
Bra018542	1989
Bra018543	642
Bra018544	372
Bra018545	1389
Bra018546	2679
Bra018547	1107
Bra018548	3660
Bra018549	3372
Bra018550	786
Bra018551	771
Bra018552	1155
Bra018553	2004
Bra018554	2523
Bra018555	1845
Bra018556	282
Bra018557	504
Bra018558	2391
Bra018559	1545
Bra018560	498
Bra018561	2550
Bra018562	549
Bra018563	1257
Bra018564	507
Bra018565	1137
Bra018566	552
Bra018567	1524
Bra018568	555
Bra018569	1761
Bra018570	1629
Bra018571	492
Bra018572	618
Bra018573	972
Bra018574	1323
Bra018575	1269
Bra018576	582
Bra018577	1179
Bra018578	879
Bra018579	837
Bra018580	546
Bra018581	699
Bra018582	966
Bra018583	2646
Bra018584	762
Bra018585	399
Bra018586	1320
Bra018587	2814
Bra018588	1941
Bra018589	663
Bra018590	843
Bra018591	1500
Bra018592	1023
Bra018593	1851
Bra018594	1386
Bra018595	429
Bra018596	1131
Bra018597	1116
Bra018598	849
Bra018599	2877
Bra018600	579
Bra018601	390
Bra018602	627
Bra018603	2211
Bra018604	1167
Bra018605	5298
Bra018606	1254
Bra018607	1893
Bra018608	405
Bra018609	1170
Bra018610	864
Bra018611	1089
Bra018612	7776
Bra018613	372
Bra018614	816
Bra018615	924
Bra018616	1374
Bra018617	1722
Bra018618	489
Bra018619	2271
Bra018620	1239
Bra018621	1395
Bra018622	417
Bra018623	1056
Bra018624	513
Bra018625	1527
Bra018626	588
Bra018627	2331
Bra018628	333
Bra018629	438
Bra018630	1089
Bra018631	681
Bra018632	1827
Bra018633	882
Bra018634	1428
Bra018635	972
Bra018636	963
Bra018637	2085
Bra018638	1014
Bra018639	918
Bra018640	1293
Bra018641	6387
Bra018642	477
Bra018643	1170
Bra018644	2955
Bra018645	324
Bra018646	774
Bra018648	624
Bra018650	2448
Bra018651	2391
Bra018652	2199
Bra018653	972
Bra018654	714
Bra018655	1506
Bra018656	1464
Bra018657	1365
Bra018658	2064
Bra018659	4554
Bra018660	825
Bra018661	252
Bra018662	6573
Bra018663	3960
Bra018664	1497
Bra018665	849
Bra018666	2616
Bra018667	426
Bra018668	534
Bra018669	1350
Bra018670	1392
Bra018671	591
Bra018672	435
Bra018673	2052
Bra018674	3195
Bra018675	621
Bra018676	1023
Bra018677	918
Bra018678	1257
Bra018679	1266
Bra018680	933
Bra018681	435
Bra018682	312
Bra018683	1620
Bra018684	1419
Bra018685	1737
Bra018686	1806
Bra018687	300
Bra018688	1071
Bra018689	393
Bra018690	750
Bra018691	312
Bra018692	516
Bra018693	3003
Bra018694	999
Bra018695	483
Bra018696	582
Bra018697	930
Bra018698	780
Bra018699	681
Bra018700	1524
Bra018701	1128
Bra018702	6933
Bra018703	12531
Bra018704	162
Bra018705	12612
Bra018706	2028
Bra018707	1419
Bra018708	1827
Bra018709	3075
Bra018710	261
Bra018711	816
Bra018712	450
Bra018713	357
Bra018714	1110
Bra018715	2865
Bra018716	1854
Bra018717	168
Bra018718	1683
Bra018719	990
Bra018720	1644
Bra018721	2199
Bra018722	4557
Bra018723	234
Bra018724	825
Bra018725	1038
Bra018726	960
Bra018727	738
Bra018728	1185
Bra018729	1059
Bra018730	2784
Bra018731	3258
Bra018732	984
Bra018733	696
Bra018734	672
Bra018735	1890
Bra018736	1254
Bra018737	1806
Bra018738	1368
Bra018739	627
Bra018740	1422
Bra018741	795
Bra018742	2331
Bra018743	561
Bra018744	1218
Bra018745	897
Bra018746	1104
Bra018747	3543
Bra018748	1083
Bra018749	1761
Bra018750	1740
Bra018751	1614
Bra018752	498
Bra018753	702
Bra018754	1530
Bra018755	840
Bra018756	471
Bra018757	483
Bra018758	1647
Bra018759	1974
Bra018760	1488
Bra018761	660
Bra018762	1938
Bra018763	768
Bra018764	1503
Bra018765	1875
Bra018766	429
Bra018767	921
Bra018768	651
Bra018769	921
Bra018770	486
Bra018771	420
Bra018772	894
Bra018773	372
Bra018774	681
Bra018775	3564
Bra018776	333
Bra018777	678
Bra018778	456
Bra018779	651
Bra018780	663
Bra018781	645
Bra018782	2040
Bra018783	1236
Bra018784	246
Bra018785	843
Bra018786	6087
Bra018787	402
Bra018788	585
Bra018789	1350
Bra018790	1842
Bra018791	2466
Bra018792	954
Bra018793	324
Bra018794	909
Bra018795	1257
Bra018796	903
Bra018797	1962
Bra018798	1077
Bra018799	1992
Bra018800	1107
Bra018801	1875
Bra018802	1890
Bra018803	489
Bra018804	1500
Bra018805	1230
Bra018806	1539
Bra018807	981
Bra018808	1146
Bra018809	951
Bra018810	804
Bra018811	3195
Bra018812	498
Bra018813	1173
Bra018814	741
Bra018815	2310
Bra018816	1812
Bra018817	1122
Bra018818	1056
Bra018819	393
Bra018820	1272
Bra018821	2043
Bra018822	501
Bra018823	1230
Bra018824	912
Bra018825	1353
Bra018826	639
Bra018827	312
Bra018828	7308
Bra018829	489
Bra018830	489
Bra018831	1080
Bra018832	1614
Bra018833	393
Bra018834	2556
Bra018835	2532
Bra018836	2871
Bra018837	444
Bra018838	1599
Bra018839	1134
Bra018840	666
Bra018841	1551
Bra018842	549
Bra018843	273
Bra018844	3459
Bra018845	2133
Bra018846	963
Bra018847	2883
Bra018848	1323
Bra018849	1773
Bra018850	1497
Bra018851	1902
Bra018852	546
Bra018853	1743
Bra018854	1023
Bra018855	984
Bra018856	1554
Bra018857	1215
Bra018858	903
Bra018859	936
Bra018860	1578
Bra018861	1335
Bra018862	720
Bra018863	2559
Bra018864	612
Bra018865	522
Bra018866	2022
Bra018867	627
Bra018868	1017
Bra018869	1005
Bra018870	1260
Bra018871	465
Bra018872	2988
Bra018873	372
Bra018874	795
Bra018875	1197
Bra018876	531
Bra018877	1473
Bra018878	852
Bra018879	2229
Bra018880	2094
Bra018881	1434
Bra018882	576
Bra018883	831
Bra018884	1176
Bra018885	5160
Bra018886	2541
Bra018887	2109
Bra018888	1758
Bra018889	2895
Bra018890	741
Bra018891	846
Bra018892	636
Bra018893	1224
Bra018894	1017
Bra018895	1194
Bra018896	1086
Bra018897	510
Bra018898	864
Bra018899	1680
Bra018900	507
Bra018901	1386
Bra018902	1014
Bra018903	1956
Bra018904	351
Bra018905	450
Bra018906	828
Bra018907	309
Bra018908	1236
Bra018909	1557
Bra018910	1266
Bra018911	1893
Bra018912	600
Bra018913	4005
Bra018914	2466
Bra018915	381
Bra018916	1026
Bra018917	1686
Bra018918	1374
Bra018919	783
Bra018920	1245
Bra018921	1860
Bra018922	195
Bra018923	4038
Bra018924	1458
Bra018925	2460
Bra018926	1446
Bra018927	1905
Bra018928	534
Bra018929	609
Bra018930	210
Bra018931	2706
Bra018932	1329
Bra018933	2622
Bra018934	2619
Bra018935	2595
Bra018936	3324
Bra018937	1905
Bra018938	762
Bra018939	1521
Bra018940	3540
Bra018941	1302
Bra018942	1143
Bra018943	606
Bra018944	2379
Bra018945	1584
Bra018946	450
Bra018947	501
Bra018948	2517
Bra018949	948
Bra018950	2442
Bra018951	780
Bra018952	1821
Bra018953	567
Bra018954	438
Bra018955	438
Bra018956	1611
Bra018957	285
Bra018958	1590
Bra018959	621
Bra018960	1281
Bra018961	1086
Bra018962	1071
Bra018963	2253
Bra018964	855
Bra018965	705
Bra018966	1194
Bra018967	2178
Bra018968	270
Bra018969	1587
Bra018970	2106
Bra018971	1017
Bra018972	576
Bra018973	348
Bra018974	948
Bra018975	396
Bra018976	543
Bra018977	2409
Bra018978	1323
Bra018979	1581
Bra018980	1122
Bra018981	333
Bra018982	228
Bra018983	1014
Bra018984	408
Bra018985	1842
Bra018986	987
Bra018987	1356
Bra018988	3168
Bra018989	933
Bra018990	948
Bra018991	966
Bra018992	954
Bra018993	612
Bra018994	207
Bra018995	1122
Bra018996	279
Bra018997	984
Bra018998	1152
Bra018999	603
Bra019000	528
Bra019001	1164
Bra019002	762
Bra019003	1749
Bra019004	360
Bra019005	417
Bra019006	531
Bra019007	1494
Bra019008	219
Bra019009	453
Bra019010	1593
Bra019011	438
Bra019012	825
Bra019013	831
Bra019014	846
Bra019015	873
Bra019016	1194
Bra019017	504
Bra019018	603
Bra019019	273
Bra019020	825
Bra019021	1914
Bra019022	2025
Bra019023	516
Bra019024	753
Bra019025	570
Bra019026	1176
Bra019027	759
Bra019028	1221
Bra019029	195
Bra019030	1179
Bra019031	1104
Bra019032	510
Bra019033	189
Bra019034	189
Bra019035	189
Bra019036	207
Bra019037	1137
Bra019038	219
Bra019039	3150
Bra019040	1374
Bra019041	402
Bra019042	312
Bra019043	2361
Bra019044	2142
Bra019045	1818
Bra019046	171
Bra019047	1227
Bra019048	702
Bra019049	1197
Bra019050	522
Bra019051	1914
Bra019052	903
Bra019053	918
Bra019054	726
Bra019055	195
Bra019056	801
Bra019057	711
Bra019058	618
Bra019059	2457
Bra019060	1839
Bra019061	237
Bra019062	1065
Bra019063	3030
Bra019064	477
Bra019065	414
Bra019066	354
Bra019067	522
Bra019068	342
Bra019069	918
Bra019070	405
Bra019071	1437
Bra019072	885
Bra019073	1503
Bra019074	2478
Bra019075	1419
Bra019076	753
Bra019077	876
Bra019078	1239
Bra019079	1728
Bra019080	456
Bra019081	1161
Bra019082	1188
Bra019083	306
Bra019084	1482
Bra019085	1677
Bra019086	405
Bra019087	450
Bra019088	165
Bra019089	918
Bra019090	696
Bra019091	360
Bra019092	2154
Bra019093	720
Bra019094	1392
Bra019095	2265
Bra019096	321
Bra019097	624
Bra019098	2259
Bra019099	1350
Bra019100	1359
Bra019101	930
Bra019102	609
Bra019103	444
Bra019104	2127
Bra019105	1590
Bra019106	957
Bra019107	774
Bra019108	765
Bra019109	969
Bra019110	885
Bra019111	1131
Bra019112	2385
Bra019113	282
Bra019114	180
Bra019115	1773
Bra019116	603
Bra019117	1356
Bra019118	1167
Bra019119	213
Bra019120	2139
Bra019121	1242
Bra019122	1068
Bra019123	585
Bra019124	375
Bra019125	189
Bra019126	1188
Bra019127	759
Bra019128	759
Bra019129	213
Bra019130	855
Bra019131	939
Bra019132	939
Bra019133	1197
Bra019134	1152
Bra019135	3726
Bra019136	327
Bra019137	2439
Bra019138	1173
Bra019139	735
Bra019140	1515
Bra019141	861
Bra019142	417
Bra019143	546
Bra019144	2457
Bra019145	903
Bra019146	546
Bra019147	1467
Bra019148	924
Bra019149	1323
Bra019150	2823
Bra019151	390
Bra019152	1680
Bra019153	708
Bra019154	1386
Bra019155	603
Bra019156	3255
Bra019157	192
Bra019158	2346
Bra019159	2049
Bra019160	174
Bra019161	1725
Bra019162	645
Bra019163	519
Bra019164	252
Bra019165	1053
Bra019166	624
Bra019167	555
Bra019168	1827
Bra019169	396
Bra019170	708
Bra019171	1557
Bra019172	1380
Bra019173	681
Bra019174	1191
Bra019175	159
Bra019176	378
Bra019177	1065
Bra019178	2064
Bra019179	606
Bra019180	600
Bra019181	1719
Bra019182	171
Bra019183	1101
Bra019184	1029
Bra019185	2427
Bra019186	555
Bra019187	765
Bra019188	3423
Bra019189	2502
Bra019190	282
Bra019191	2502
Bra019192	408
Bra019193	411
Bra019194	513
Bra019195	297
Bra019196	1227
Bra019197	717
Bra019198	369
Bra019199	2091
Bra019200	399
Bra019201	1266
Bra019202	210
Bra019203	939
Bra019204	1263
Bra019205	2559
Bra019206	1554
Bra019207	1164
Bra019208	2709
Bra019209	1251
Bra019210	912
Bra019211	1659
Bra019212	2073
Bra019213	4185
Bra019214	1842
Bra019215	2784
Bra019216	732
Bra019217	417
Bra019218	2742
Bra019219	3039
Bra019220	1389
Bra019221	651
Bra019222	288
Bra019223	2019
Bra019224	978
Bra019225	2040
Bra019226	630
Bra019227	786
Bra019228	363
Bra019229	1398
Bra019230	1098
Bra019231	2133
Bra019232	384
Bra019233	2409
Bra019234	225
Bra019235	2475
Bra019236	273
Bra019237	1860
Bra019238	1470
Bra019239	1047
Bra019240	1089
Bra019241	1140
Bra019242	468
Bra019243	1203
Bra019244	1128
Bra019245	474
Bra019246	2016
Bra019247	1032
Bra019248	999
Bra019249	1668
Bra019250	255
Bra019251	2880
Bra019252	351
Bra019253	1416
Bra019254	654
Bra019255	1872
Bra019256	591
Bra019257	1047
Bra019258	768
Bra019259	732
Bra019260	258
Bra019261	603
Bra019262	348
Bra019263	1845
Bra019264	1356
Bra019265	972
Bra019266	1299
Bra019267	270
Bra019268	987
Bra019269	342
Bra019270	933
Bra019271	990
Bra019272	918
Bra019273	3093
Bra019274	951
Bra019275	333
Bra019276	2472
Bra019277	564
Bra019278	477
Bra019279	300
Bra019280	456
Bra019281	1599
Bra019282	1131
Bra019283	1311
Bra019284	1599
Bra019285	807
Bra019286	2643
Bra019287	1116
Bra019288	435
Bra019289	1968
Bra019290	1101
Bra019291	1962
Bra019292	570
Bra019293	1272
Bra019294	1239
Bra019295	1032
Bra019296	1443
Bra019297	900
Bra019298	1062
Bra019299	1482
Bra019300	1530
Bra019301	747
Bra019302	2643
Bra019303	450
Bra019304	1539
Bra019305	2700
Bra019306	846
Bra019307	864
Bra019308	1056
Bra019309	2397
Bra019310	558
Bra019311	1266
Bra019312	2538
Bra019313	1794
Bra019314	2055
Bra019315	1980
Bra019316	1869
Bra019317	2679
Bra019318	2055
Bra019319	1386
Bra019320	2022
Bra019321	864
Bra019322	1989
Bra019323	1848
Bra019324	1911
Bra019325	270
Bra019326	876
Bra019327	516
Bra019328	597
Bra019329	1974
Bra019330	624
Bra019331	537
Bra019332	1548
Bra019333	1476
Bra019334	381
Bra019335	1191
Bra019336	234
Bra019337	1416
Bra019338	2190
Bra019339	1308
Bra019340	1041
Bra019341	2946
Bra019342	6441
Bra019343	660
Bra019344	1041
Bra019345	573
Bra019346	795
Bra019347	1413
Bra019348	1017
Bra019349	963
Bra019350	1074
Bra019351	1356
Bra019352	1245
Bra019353	1122
Bra019354	879
Bra019355	984
Bra019356	1518
Bra019357	1353
Bra019358	1065
Bra019359	990
Bra019360	366
Bra019361	918
Bra019362	963
Bra019363	567
Bra019364	471
Bra019365	474
Bra019366	1578
Bra019367	378
Bra019368	810
Bra019369	459
Bra019370	1089
Bra019371	1068
Bra019372	1488
Bra019373	1032
Bra019374	717
Bra019375	582
Bra019376	2397
Bra019377	372
Bra019378	1095
Bra019379	1464
Bra019380	768
Bra019381	732
Bra019382	1122
Bra019383	633
Bra019384	327
Bra019385	699
Bra019386	783
Bra019387	1329
Bra019388	597
Bra019389	3294
Bra019390	1326
Bra019391	594
Bra019392	405
Bra019393	963
Bra019394	1167
Bra019395	675
Bra019396	363
Bra019397	1128
Bra019398	921
Bra019399	324
Bra019400	1500
Bra019401	171
Bra019402	561
Bra019403	432
Bra019404	699
Bra019405	1029
Bra019406	1407
Bra019407	375
Bra019408	474
Bra019409	4017
Bra019410	3471
Bra019411	237
Bra019412	669
Bra019413	2616
Bra019414	408
Bra019415	1530
Bra019416	879
Bra019417	384
Bra019418	1065
Bra019419	210
Bra019420	2343
Bra019421	237
Bra019422	528
Bra019423	396
Bra019424	1281
Bra019425	699
Bra019426	249
Bra019427	1326
Bra019428	237
Bra019429	282
Bra019430	1869
Bra019431	1491
Bra019432	3069
Bra019433	2667
Bra019434	627
Bra019435	1809
Bra019436	1011
Bra019437	552
Bra019438	1470
Bra019439	570
Bra019440	801
Bra019441	273
Bra019442	825
Bra019443	573
Bra019444	2736
Bra019445	1923
Bra019446	5244
Bra019447	660
Bra019448	3900
Bra019449	903
Bra019450	621
Bra019451	567
Bra019452	2211
Bra019453	450
Bra019454	792
Bra019455	1461
Bra019456	4344
Bra019457	1689
Bra019458	510
Bra019459	846
Bra019460	573
Bra019461	1035
Bra019462	465
Bra019463	2052
Bra019464	1482
Bra019465	1545
Bra019466	399
Bra019467	651
Bra019468	1161
Bra019469	2019
Bra019470	1164
Bra019471	450
Bra019472	705
Bra019473	948
Bra019474	2892
Bra019475	651
Bra019476	510
Bra019477	513
Bra019478	246
Bra019479	450
Bra019480	933
Bra019481	1053
Bra019482	987
Bra019483	738
Bra019484	1440
Bra019485	1011
Bra019486	1134
Bra019487	279
Bra019488	345
Bra019489	309
Bra019490	240
Bra019491	582
Bra019492	1365
Bra019493	1353
Bra019494	312
Bra019495	1392
Bra019496	939
Bra019497	771
Bra019498	666
Bra019499	495
Bra019500	1779
Bra019501	165
Bra019502	699
Bra019503	558
Bra019504	480
Bra019505	1758
Bra019506	417
Bra019507	807
Bra019508	783
Bra019509	705
Bra019510	408
Bra019511	2874
Bra019512	765
Bra019513	2682
Bra019514	573
Bra019515	297
Bra019516	1206
Bra019517	276
Bra019518	1041
Bra019519	999
Bra019520	309
Bra019521	1836
Bra019522	1605
Bra019523	360
Bra019524	405
Bra019525	306
Bra019526	795
Bra019527	267
Bra019528	1512
Bra019529	246
Bra019530	8874
Bra019531	264
Bra019532	156
Bra019533	1038
Bra019534	627
Bra019535	1266
Bra019536	1818
Bra019537	1551
Bra019538	1455
Bra019539	555
Bra019540	969
Bra019541	1146
Bra019542	543
Bra019543	705
Bra019544	441
Bra019545	1149
Bra019546	3012
Bra019547	840
Bra019548	1428
Bra019549	777
Bra019550	1674
Bra019551	1509
Bra019552	906
Bra019553	180
Bra019554	510
Bra019555	1476
Bra019556	210
Bra019557	1932
Bra019558	972
Bra019559	1257
Bra019560	858
Bra019561	1326
Bra019562	1626
Bra019563	462
Bra019564	1470
Bra019565	207
Bra019566	456
Bra019567	1173
Bra019568	204
Bra019569	1422
Bra019570	1197
Bra019571	399
Bra019572	1200
Bra019573	1524
Bra019574	621
Bra019575	711
Bra019576	1869
Bra019577	318
Bra019578	312
Bra019579	447
Bra019580	1068
Bra019581	1137
Bra019582	1275
Bra019583	1248
Bra019584	1428
Bra019585	174
Bra019586	393
Bra019587	1689
Bra019588	1158
Bra019589	1428
Bra019590	309
Bra019591	1065
Bra019592	1035
Bra019593	1956
Bra019594	981
Bra019595	858
Bra019596	492
Bra019597	546
Bra019598	2637
Bra019599	1299
Bra019600	420
Bra019601	438
Bra019602	1692
Bra019603	3081
Bra019604	366
Bra019605	630
Bra019606	2427
Bra019607	714
Bra019608	2577
Bra019609	894
Bra019610	954
Bra019611	1032
Bra019612	228
Bra019613	1635
Bra019614	1461
Bra019615	1434
Bra019616	1410
Bra019617	951
Bra019618	1254
Bra019619	1242
Bra019620	366
Bra019621	1554
Bra019622	684
Bra019623	465
Bra019624	294
Bra019625	612
Bra019626	837
Bra019627	813
Bra019628	1356
Bra019629	255
Bra019630	231
Bra019631	1293
Bra019632	579
Bra019633	747
Bra019634	1584
Bra019635	447
Bra019636	1551
Bra019637	690
Bra019638	1068
Bra019639	1077
Bra019640	1617
Bra019641	2367
Bra019642	1371
Bra019643	1170
Bra019644	2139
Bra019645	492
Bra019646	231
Bra019647	255
Bra019648	348
Bra019649	213
Bra019650	414
Bra019651	489
Bra019652	231
Bra019653	1887
Bra019654	1263
Bra019655	534
Bra019656	1134
Bra019657	996
Bra019658	1317
Bra019659	591
Bra019660	735
Bra019661	312
Bra019662	360
Bra019663	783
Bra019664	1023
Bra019665	786
Bra019666	1308
Bra019667	1017
Bra019668	696
Bra019669	1419
Bra019670	1428
Bra019671	342
Bra019672	600
Bra019673	1020
Bra019674	1230
Bra019675	567
Bra019676	915
Bra019677	765
Bra019678	912
Bra019679	1578
Bra019680	1539
Bra019681	1464
Bra019682	624
Bra019683	1812
Bra019684	522
Bra019685	1638
Bra019686	2436
Bra019687	369
Bra019688	2334
Bra019689	2229
Bra019690	2433
Bra019691	471
Bra019692	1653
Bra019693	813
Bra019694	4347
Bra019695	294
Bra019696	1509
Bra019697	1482
Bra019698	975
Bra019699	2040
Bra019700	594
Bra019701	1002
Bra019702	2523
Bra019703	1314
Bra019704	1251
Bra019705	1863
Bra019706	951
Bra019707	1209
Bra019708	924
Bra019709	621
Bra019710	1029
Bra019711	1065
Bra019712	807
Bra019713	369
Bra019714	375
Bra019715	582
Bra019716	273
Bra019717	645
Bra019718	1251
Bra019719	1146
Bra019720	1482
Bra019721	1203
Bra019722	885
Bra019723	678
Bra019724	1077
Bra019725	1212
Bra019726	954
Bra019727	2556
Bra019728	990
Bra019729	1113
Bra019730	1158
Bra019731	2307
Bra019732	1863
Bra019733	1701
Bra019734	963
Bra019735	690
Bra019736	882
Bra019737	2055
Bra019738	1272
Bra019739	339
Bra019740	675
Bra019741	429
Bra019742	414
Bra019743	270
Bra019744	807
Bra019745	294
Bra019746	1254
Bra019747	1395
Bra019748	1230
Bra019749	1989
Bra019750	1182
Bra019751	867
Bra019752	2583
Bra019753	768
Bra019754	2673
Bra019755	2586
Bra019756	447
Bra019757	864
Bra019758	663
Bra019759	1530
Bra019760	1917
Bra019761	2274
Bra019762	414
Bra019763	213
Bra019764	840
Bra019765	1326
Bra019766	2604
Bra019767	891
Bra019768	2673
Bra019769	2436
Bra019770	1668
Bra019771	1086
Bra019772	450
Bra019773	741
Bra019774	1038
Bra019775	792
Bra019776	966
Bra019777	621
Bra019778	1401
Bra019779	468
Bra019780	1428
Bra019781	864
Bra019782	1431
Bra019783	915
Bra019784	1203
Bra019785	1008
Bra019786	882
Bra019787	264
Bra019788	2193
Bra019789	1698
Bra019790	1176
Bra019791	225
Bra019792	1128
Bra019793	696
Bra019794	1278
Bra019795	540
Bra019796	648
Bra019797	1200
Bra019798	204
Bra019799	312
Bra019800	285
Bra019801	978
Bra019802	1173
Bra019803	1218
Bra019804	1833
Bra019805	1554
Bra019806	948
Bra019807	825
Bra019808	1509
Bra019809	1524
Bra019810	705
Bra019811	1584
Bra019812	1584
Bra019813	573
Bra019814	2460
Bra019815	1284
Bra019816	1134
Bra019817	804
Bra019818	3627
Bra019819	4512
Bra019820	1029
Bra019821	1026
Bra019822	927
Bra019823	372
Bra019824	1098
Bra019825	681
Bra019826	1485
Bra019827	558
Bra019828	570
Bra019829	489
Bra019830	3393
Bra019831	1596
Bra019832	837
Bra019833	1713
Bra019834	222
Bra019835	1176
Bra019836	1506
Bra019837	618
Bra019838	723
Bra019839	1467
Bra019840	2286
Bra019841	345
Bra019842	840
Bra019843	2352
Bra019844	546
Bra019845	2976
Bra019846	900
Bra019847	1071
Bra019848	561
Bra019849	1077
Bra019850	1911
Bra019851	255
Bra019852	1107
Bra019853	810
Bra019854	2340
Bra019855	2517
Bra019856	2412
Bra019857	2139
Bra019858	684
Bra019859	1839
Bra019860	738
Bra019861	762
Bra019862	2484
Bra019863	2415
Bra019864	2523
Bra019865	405
Bra019866	2496
Bra019867	2409
Bra019868	1263
Bra019869	1719
Bra019870	1569
Bra019871	444
Bra019872	897
Bra019873	597
Bra019874	870
Bra019875	891
Bra019876	876
Bra019877	1302
Bra019878	2148
Bra019879	831
Bra019880	573
Bra019881	234
Bra019882	261
Bra019883	1398
Bra019884	2448
Bra019885	2574
Bra019886	1302
Bra019887	255
Bra019888	2118
Bra019889	1080
Bra019890	312
Bra019891	1995
Bra019892	2280
Bra019893	867
Bra019894	1134
Bra019895	483
Bra019896	2313
Bra019897	1989
Bra019898	1014
Bra019899	1071
Bra019900	777
Bra019901	702
Bra019902	1002
Bra019903	507
Bra019904	1287
Bra019905	1461
Bra019906	333
Bra019907	3678
Bra019908	948
Bra019909	273
Bra019910	915
Bra019911	591
Bra019912	1602
Bra019913	2148
Bra019914	1254
Bra019915	675
Bra019916	429
Bra019917	201
Bra019918	213
Bra019919	1698
Bra019920	1710
Bra019921	1722
Bra019922	1680
Bra019923	1641
Bra019924	2088
Bra019925	546
Bra019926	1794
Bra019927	732
Bra019928	537
Bra019929	876
Bra019930	1245
Bra019931	324
Bra019932	762
Bra019933	3051
Bra019934	921
Bra019935	807
Bra019936	1014
Bra019937	1470
Bra019938	3183
Bra019939	921
Bra019940	684
